%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.header.seq,field.status.header.stamp,field.status.header.frame_id,field.status.satellites_used,field.status.satellites_visible,field.status.status,field.status.motion_source,field.status.orientation_source,field.status.position_source,field.latitude,field.longitude,field.altitude,field.track,field.speed,field.climb,field.pitch,field.roll,field.dip,field.time,field.gdop,field.pdop,field.hdop,field.vdop,field.tdop,field.err,field.err_horz,field.err_vert,field.err_track,field.err_speed,field.err_climb,field.err_time,field.err_pitch,field.err_roll,field.err_dip,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
1704780600115373116,9765,0,,0,0,,0,0,0,0,0,0,36.90392842,118.16628716,25.6,0.0,1.082,0.0,0.23,-0.74,103.63,195019.4,0.0,0.0,-0.26,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1704780600215477836,9766,0,,0,0,,0,0,0,0,0,0,36.90392818,118.16628834,25.59,0.0,1.079,0.0,0.2,-0.73,102.94,195019.5,0.0,0.0,-0.237,1.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1704780600315767809,9767,0,,0,0,,0,0,0,0,0,0,36.90392797,118.16628953,25.6,0.0,1.081,0.0,0.17,-0.74,101.81,195019.6,0.0,0.0,-0.23,1.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1704780600414966110,9768,0,,0,0,,0,0,0,0,0,0,36.90392777,118.16629072,25.59,0.0,1.082,0.0,0.14,-0.73,100.4,195019.7,0.0,0.0,-0.201,1.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1704780600515177750,9769,0,,0,0,,0,0,0,0,0,0,36.9039276,118.16629191,25.59,0.0,1.083,0.0,0.09,-0.71,98.95,195019.8,0.0,0.0,-0.168,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1704780600615050215,9770,0,,0,0,,0,0,0,0,0,0,36.90392745,118.16629311,25.59,0.0,1.078,0.0,0.02,-0.66,97.07,195019.9,0.0,0.0,-0.149,1.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1704780600715179258,9771,0,,0,0,,0,0,0,0,0,0,36.90392734,118.16629431,25.59,0.0,1.083,0.0,-0.01,-0.67,94.78,195020.0,0.0,0.0,-0.094,1.079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1704780600814831244,9772,0,,0,0,,0,0,0,0,0,0,36.90392727,118.16629553,25.59,0.0,1.096,0.0,-0.11,-0.67,92.54,195020.1,0.0,0.0,-0.047,1.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1704780600916761980,9773,0,,0,0,,0,0,0,0,0,0,36.90392724,118.16629676,25.59,0.0,1.093,0.0,-0.21,-0.65,90.18,195020.2,0.0,0.0,-0.012,1.093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1704780601014707147,9774,0,,0,0,,0,0,0,0,0,0,36.90392724,118.16629797,25.59,0.0,1.083,0.0,-0.27,-0.64,87.63,195020.3,0.0,0.0,0.044,1.082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
